PESEL;Name;Surname;Date_of_birth;Sex;Driv_licence_number;Phone_number;Email;Address;City
92112071702;Grzegorz;Soko³owski;20.11.1992;female;T534591;904715538;Grzegorz.Soko³owski92@tlen.com;Akacjowa 52/14;Lublin
88111709987;Wojciech;Kubiak;17.11.1988;female;R584834;610265720;Wojciech.Kubiak88@tlen.com;Koœcielna 237/96;Opole
65090292159;Marcin;Ostrowski;02.09.1965;male;A407707;239345651;Marcin.Ostrowski65@gmail.com;Krótka 218/58;Warszawa
72122378919;Marcin;Mazur;23.12.1972;male;B642794;360034264;Marcin.Mazur72@o2.com;Grunwaldzka 95/72;Poznañ
59110595069;Micha³;Sikora;05.11.1959;female;B806418;867557965;Micha³.Sikora59@tlen.com;Jachtowa 186/60;I³awa
72042898689;Micha³;Rutkowski;28.04.1972;female;X591784;901244352;Micha³.Rutkowski72@gmail.com;Ogrodowa 102/98;Malbork
73121075868;Aleksander;Kowalczyk;10.12.1973;female;T304728;796478705;Aleksander.Kowalczyk73@wp.com;Parkowa 160/98;I³awa
59120135312;Bartosz;Piotrowki;01.12.1959;male;D876617;797860499;Bartosz.Piotrowki59@wp.com;Zielona 70/13;Szczecin
75042782192;Marcin;D¹browski;27.04.1975;male;D406412;624464995;Marcin.D¹browski75@wp.com;Kolejowa 217/36;Suwa³ki
00030747493;Andrzej;Adamska;07.03.2000;male;H858244;703059009;Andrzej.Adamska0@o2.com;¯aglowa 222/13;Warszawa
54101227707;Wojciech;WoŸniak;12.10.1954;female;Q512930;618686491;Wojciech.WoŸniak54@o2.com;Opolska 232/59;£ódŸ
52102463091;Dariusz;D¹browski;24.10.1952;male;B426247;820564613;Dariusz.D¹browski52@tlen.com;Armii Krajowej 279/62;Szczecin
84053082276;Jan;Urbañska;30.05.1984;male;D718582;869247714;Jan.Urbañska84@wp.com;Kwiatowa 225/52;Toruñ
63033159844;Bartosz;Sobczak;31.03.1963;female;A711958;923375343;Bartosz.Sobczak63@gmail.com;Kwiatowa 144/62;Opole
55030339132;Aleksander;Baran;03.03.1955;male;W860041;550546171;Aleksander.Baran55@tlen.com;Mazowiecka 179/66;Olsztyn
77103009764;Andrzej;Borkowski;30.10.1977;female;F830235;948293999;Andrzej.Borkowski77@gmail.com;Akacjowa 160/18;Gdañsk
00061851844;Jakub;Zakrzewska;18.06.2000;female;Z106589;831958801;Jakub.Zakrzewska0@tlen.com;Karciana 126/44;Poznañ
78041336899;Micha³;Sobczak;13.04.1978;male;Y249192;415006512;Micha³.Sobczak78@gmail.com;Karciana 108/99;Szczecin
97050179896;Grzegorz;Walczak;01.05.1997;male;M700115;569133367;Grzegorz.Walczak97@wp.com;Lipowa 214/84;Olsztyn
63122184920;Adam;Baran;21.12.1963;female;F291236;296596564;Adam.Baran63@gmail.com;Akacjowa 215/89;Lublin
62042368643;Jakub;Czarnecki;23.04.1962;female;A871231;904834436;Jakub.Czarnecki62@tlen.com;S³oneczna 23/82;Kraków
80011561899;Adam;B³aszczyk;15.01.1980;male;Z229742;844133351;Adam.B³aszczyk80@o2.com;Karciana 219/81;Kielce
59072276385;Marcin;Sikora;22.07.1959;female;Z460295;560064482;Marcin.Sikora59@gmail.com;Koœcielna 7/30;Rzeszów
86022780715;Marcin;Kucharski;27.02.1986;male;O173325;860508738;Marcin.Kucharski86@o2.com;Karciana 254/44;Gdynia
64060660508;Dariusz;Sobczak;06.06.1964;female;B439242;256735311;Dariusz.Sobczak64@wp.com;Zielona 177/52;Suwa³ki
95012151408;Tomasz;Górski;21.01.1995;female;H884089;149146484;Tomasz.Górski95@gmail.com;Karciana 19/28;Gdynia
52122436015;Andrzej;Chmielewski;24.12.1952;male;X304150;200632118;Andrzej.Chmielewski52@tlen.com;S³oneczna 54/83;Gdañsk
55100577750;Krzysztof;Laskowska;05.10.1955;male;Z259860;169412984;Krzysztof.Laskowska55@wp.com;Leœna 156/53;Szczecin
86031592947;Piotr;Laskowska;15.03.1986;female;G806299;743608730;Piotr.Laskowska86@tlen.com;Karciana 68/45;Suwa³ki
84082160605;Marcin;Jakubowski;21.08.1984;female;F794675;993488702;Marcin.Jakubowski84@o2.com;Zielona 148/39;Malbork
59031732754;Grzegorz;Baranowski;17.03.1959;male;Y966926;719296551;Grzegorz.Baranowski59@wp.com;Zielona 185/64;Wroc³aw
90013151932;Micha³;Lewandowski;31.01.1990;male;O545496;872179654;Micha³.Lewandowski90@tlen.com;Parkowa 173/99;Zakopane
63121173571;Wojciech;Adamska;11.12.1963;male;S252116;417187879;Wojciech.Adamska63@o2.com;Lipowa 244/10;Bydgoszcz
67011877203;Wojciech;Urbañska;18.01.1967;female;J756522;788054179;Wojciech.Urbañska67@o2.com;Mazowiecka 296/26;Malbork
64042966822;Adam;WoŸniak;29.04.1964;female;V988681;886160640;Adam.WoŸniak64@wp.com;Fregatowa 7/66;Rzeszów
00100671824;Jan;Sadowska;06.10.2000;female;G163911;433475727;Jan.Sadowska0@tlen.com;Opolska 134/70;Gdañsk
70121934972;Bartosz;Urbañska;19.12.1970;male;J266305;628021342;Bartosz.Urbañska70@gmail.com;Parkowa 150/94;Poznañ
92042531152;Aleksander;Czerwiñki;25.04.1992;male;O648572;346966438;Aleksander.Czerwiñki92@o2.com;Mazowiecka 219/4;Olsztyn
58041274333;Micha³;Wasilewska;12.04.1958;male;U478152;570141059;Micha³.Wasilewska58@o2.com;Brzozowa 37/3;Opole
57052007907;Aleksander;Pietrzak;20.05.1957;female;V712781;841426469;Aleksander.Pietrzak57@o2.com;Polna 65/63;Gdynia
96082099010;Wojciech;WoŸniak;20.08.1996;male;D395689;541920407;Wojciech.WoŸniak96@o2.com;S³oneczna 178/92;Warszawa
72110409371;Rafa³;Przybylski;04.11.1972;male;I785019;269168557;Rafa³.Przybylski72@o2.com;Akacjowa 185/20;Suwa³ki
86091120988;Grzegorz;Urbañska;11.09.1986;female;U727209;547582132;Grzegorz.Urbañska86@tlen.com;Karciana 65/28;Warszawa
00021678412;Bartosz;Przybylski;16.02.2000;male;L257557;989889780;Bartosz.Przybylski0@o2.com;Kolejowa 65/57;Poznañ
51070739455;Jan;Kowalski;07.07.1951;male;I661939;374467163;Jan.Kowalski51@tlen.com;Mazowiecka 133/71;Lubin
65111258494;Aleksander;Sadowska;12.11.1965;male;X784424;707114491;Aleksander.Sadowska65@wp.com;Fregatowa 176/99;I³awa
71051105956;Andrzej;Borkowski;11.05.1971;male;Y825174;800440989;Andrzej.Borkowski71@gmail.com;Akacjowa 286/16;Rzeszów
51021611004;Jan;Cieœlak;16.02.1951;female;R972806;544333536;Jan.Cieœlak51@o2.com;Brzozowa 177/26;Kraków
99111740497;Krzysztof;D¹browski;17.11.1999;male;F936040;671292039;Krzysztof.D¹browski99@o2.com;S³oneczna 299/94;Bydgoszcz
74083155043;Grzegorz;B³aszczyk;31.08.1974;female;Y735932;142555870;Grzegorz.B³aszczyk74@wp.com;Leœna 219/92;Malbork
96051454807;Wojciech;Sikora;14.05.1996;female;Y915774;353292591;Wojciech.Sikora96@tlen.com;Armii Krajowej 70/72;Toruñ
78103174264;Micha³;Szymañski;31.10.1978;female;Z817268;667033306;Micha³.Szymañski78@wp.com;Jachtowa 209/96;Wroc³aw
93021996696;Wojciech;Borkowski;19.02.1993;male;N606433;566197639;Wojciech.Borkowski93@gmail.com;Brzozowa 268/62;Szczecin
66020314661;Micha³;Urbañska;03.02.1966;female;L361056;728973960;Micha³.Urbañska66@tlen.com;Opolska 260/27;Lubin
92092019424;Andrzej;Zakrzewska;20.09.1992;female;O569211;585399017;Andrzej.Zakrzewska92@wp.com;Parkowa 20/7;Opole
77021068872;Grzegorz;Szymczak;10.02.1977;male;H843164;746922525;Grzegorz.Szymczak77@o2.com;Szkolna 208/33;Wroc³aw
53061964263;Jakub;WoŸniak;19.06.1953;female;X753511;466470091;Jakub.WoŸniak53@wp.com;Krótka 131/37;Bydgoszcz
53032595201;Jan;Zakrzewska;25.03.1953;female;I315180;467542749;Jan.Zakrzewska53@tlen.com;Zielona 81/99;Rzeszów
65051403291;Jakub;Sikorska;14.05.1965;male;S554977;924656885;Jakub.Sikorska65@gmail.com;Koœcielna 181/67;£ódŸ
80050136575;Jan;Górski;01.05.1980;male;V961015;672126508;Jan.Górski80@wp.com;Zielona 158/72;£ódŸ
56072956218;Krzysztof;Szczepañski;29.07.1956;male;F106797;136349564;Krzysztof.Szczepañski56@wp.com;Karciana 226/35;Lublin
98091878229;Krzysztof;Andrzejewski;18.09.1998;female;L420028;255988881;Krzysztof.Andrzejewski98@gmail.com;Akacjowa 98/37;Olsztyn
85123104765;Tomasz;WoŸniak;31.12.1985;female;K923187;790980986;Tomasz.WoŸniak85@o2.com;Koœcielna 256/90;Bydgoszcz
86030558293;Bartosz;Zalewski;05.03.1986;male;P830586;365709963;Bartosz.Zalewski86@o2.com;Kwiatowa 191/55;Rzeszów
76031966701;Wojciech;Szczepañski;19.03.1976;female;L833336;930453937;Wojciech.Szczepañski76@gmail.com;£akowa 261/97;Bydgoszcz
60121388376;Grzegorz;Urbañska;13.12.1960;male;O401855;143027880;Grzegorz.Urbañska60@gmail.com;Ogrodowa 48/19;Gdynia
68032787736;Adam;Wasilewska;27.03.1968;male;G177661;825648845;Adam.Wasilewska68@o2.com;Kolejowa 172/86;Kraków
60032152266;Micha³;Walczak;21.03.1960;female;B518100;582643445;Micha³.Walczak60@gmail.com;Armii Krajowej 31/19;Rzeszów
80112343442;Bartosz;Laskowska;23.11.1980;female;I455962;635757690;Bartosz.Laskowska80@gmail.com;Akacjowa 14/39;Toruñ
70122334399;Marcin;Przybylski;23.12.1970;male;E730362;743873891;Marcin.Przybylski70@wp.com;Krótka 278/59;Bydgoszcz
68031438494;Jakub;Cieœlak;14.03.1968;male;L208935;667404620;Jakub.Cieœlak68@gmail.com;Opolska 240/79;£ódŸ
97072641903;Rafa³;Górski;26.07.1997;female;S435955;732617216;Rafa³.Górski97@wp.com;Zielona 3/6;Gdynia
85092228372;Aleksander;Adamska;22.09.1985;male;D739118;252316913;Aleksander.Adamska85@o2.com;Parkowa 89/35;Kraków
50112518673;Tomasz;Wójcik;25.11.1950;male;H336633;431262886;Tomasz.Wójcik50@gmail.com;Leœna 45/78;Gdynia
51040967860;Aleksander;Ostrowski;09.04.1951;female;M760914;538048667;Aleksander.Ostrowski51@gmail.com;Polna 58/75;Kielce
94041511850;Dariusz;D¹browski;15.04.1994;male;J659876;775951874;Dariusz.D¹browski94@tlen.com;Kwiatowa 210/90;Wroc³aw
97032620580;Marcin;Andrzejewski;26.03.1997;female;K224993;324080742;Marcin.Andrzejewski97@wp.com;Jachtowa 270/45;Zakopane
73102901983;Andrzej;Sikorska;29.10.1973;female;L905946;518719291;Andrzej.Sikorska73@wp.com;Akacjowa 110/68;Malbork
57072571212;Adam;Szymañski;25.07.1957;male;D901037;628563984;Adam.Szymañski57@gmail.com;Kwiatowa 128/29;Toruñ
64011835171;Andrzej;Rutkowski;18.01.1964;male;C930145;641275107;Andrzej.Rutkowski64@o2.com;Fregatowa 140/2;Lublin
67042588601;Tomasz;Górski;25.04.1967;female;L108052;723547120;Tomasz.Górski67@tlen.com;Parkowa 47/39;Wroc³aw
91041621160;Marcin;Jakubowski;16.04.1991;female;U912343;164013645;Marcin.Jakubowski91@wp.com;Karciana 148/66;Malbork
79081363888;Krzysztof;Urbañska;13.08.1979;female;F883856;982292011;Krzysztof.Urbañska79@gmail.com;Szkolna 166/36;£ódŸ
58022488503;Grzegorz;Szymczak;24.02.1958;female;B622274;337699184;Grzegorz.Szymczak58@wp.com;Parkowa 11/83;Malbork
85022397966;Jakub;Sadowska;23.02.1985;female;M283601;537602474;Jakub.Sadowska85@tlen.com;Karciana 61/51;Gdañsk
59051756917;Rafa³;Kamiñski;17.05.1959;male;D411160;577402851;Rafa³.Kamiñski59@gmail.com;Karciana 18/56;Kraków
94081300354;Jakub;Sawicki;13.08.1994;male;H490005;391064256;Jakub.Sawicki94@tlen.com;Mazowiecka 103/5;Gdynia
96071226985;Grzegorz;WoŸniak;12.07.1996;female;I669329;189229465;Grzegorz.WoŸniak96@gmail.com;Leœna 92/54;Rzeszów
77050256923;Dariusz;Kamiñski;02.05.1977;female;E230306;969667977;Dariusz.Kamiñski77@o2.com;Mazowiecka 32/36;£ódŸ
93042315356;Dariusz;Kamiñski;23.04.1993;male;Y615250;767970777;Dariusz.Kamiñski93@o2.com;¯aglowa 79/36;Gdañsk
77022053898;Andrzej;Górski;20.02.1977;male;R735206;301156235;Andrzej.Górski77@o2.com;Sosnowa 183/81;Zakopane
96112006893;Marcin;Górski;20.11.1996;male;R948802;447274357;Marcin.Górski96@o2.com;Jachtowa 139/51;Olsztyn
69062116625;Andrzej;Sawicki;21.06.1969;female;R456059;667058963;Andrzej.Sawicki69@wp.com;Jachtowa 37/64;Opole
51021937946;Dariusz;Borkowski;19.02.1951;female;B823566;759561742;Dariusz.Borkowski51@tlen.com;S³oneczna 206/33;Poznañ
53062622428;Dariusz;Sobczak;26.06.1953;female;I449760;121853054;Dariusz.Sobczak53@tlen.com;Kwiatowa 264/54;Szczecin
87120258240;Bartosz;Jakubowski;02.12.1987;female;G221406;402067534;Bartosz.Jakubowski87@gmail.com;Opolska 70/90;Toruñ
77090647129;Dariusz;Piotrowki;06.09.1977;female;L356989;903850857;Dariusz.Piotrowki77@wp.com;Kwiatowa 34/43;Wroc³aw
74112161418;Grzegorz;Mróz;21.11.1974;male;H726279;685729533;Grzegorz.Mróz74@tlen.com;Parkowa 198/60;Kielce
91100171977;Aleksander;Krawczyk;01.10.1991;male;T447168;927320821;Aleksander.Krawczyk91@gmail.com;Fregatowa 34/91;£ódŸ
71112894134;Marcin;Andrzejewski;28.11.1971;male;Q896819;880929763;Marcin.Andrzejewski71@tlen.com;Krótka 272/49;Suwa³ki
56040356494;Jan;Górski;03.04.1956;male;K143519;570519044;Jan.Górski56@wp.com;Leœna 52/48;Wroc³aw
88052545607;Piotr;Krawczyk;25.05.1988;female;G689607;307226192;Piotr.Krawczyk88@tlen.com;Mazowiecka 278/96;Toruñ
62020985584;Aleksander;B³aszczyk;09.02.1962;female;H442909;526369219;Aleksander.B³aszczyk62@tlen.com;Fregatowa 294/74;Malbork
81031117856;Jakub;Ostrowski;11.03.1981;male;H664856;203272887;Jakub.Ostrowski81@wp.com;Zielona 52/95;Bydgoszcz
90113067350;Aleksander;WoŸniak;30.11.1990;male;X811862;878083994;Aleksander.WoŸniak90@gmail.com;Opolska 121/84;Wroc³aw
79081473666;Grzegorz;Borkowski;14.08.1979;female;C343056;759334595;Grzegorz.Borkowski79@tlen.com;Karciana 244/62;Poznañ
56082967428;Jakub;B³aszczyk;29.08.1956;female;I509819;599472234;Jakub.B³aszczyk56@tlen.com;¯aglowa 120/83;£ódŸ
59051519133;Wojciech;WoŸniak;15.05.1959;male;Z869042;403216986;Wojciech.WoŸniak59@tlen.com;Akacjowa 95/80;Zakopane
53012181080;Piotr;Soko³owski;21.01.1953;female;H485082;320537603;Piotr.Soko³owski53@wp.com;Krótka 220/28;Opole
99052573920;Jakub;Urbañska;25.05.1999;female;J879703;308669319;Jakub.Urbañska99@o2.com;Jachtowa 218/99;Opole
87121494952;Rafa³;Mazur;14.12.1987;male;O435618;909153007;Rafa³.Mazur87@tlen.com;Jachtowa 241/21;Malbork
52010605318;Aleksander;Sikora;06.01.1952;male;J596868;672569699;Aleksander.Sikora52@o2.com;Lipowa 147/14;Zakopane
86051580292;Andrzej;Sobczak;15.05.1986;male;X298761;700451322;Andrzej.Sobczak86@tlen.com;Sosnowa 20/61;£ódŸ
73080833596;Adam;B³aszczyk;08.08.1973;male;F444233;761879692;Adam.B³aszczyk73@wp.com;Leœna 281/58;Wroc³aw
50102427239;Adam;Wasilewska;24.10.1950;male;J318914;251861666;Adam.Wasilewska50@o2.com;Krótka 129/90;I³awa
64060780503;Jakub;Walczak;07.06.1964;female;J560602;280690091;Jakub.Walczak64@o2.com;Karciana 91/24;Opole
87010916268;Piotr;D¹browski;09.01.1987;female;Y491202;138536050;Piotr.D¹browski87@gmail.com;Jachtowa 99/57;Gdañsk
51031488342;Tomasz;Zawadzki;14.03.1951;female;P970931;402145690;Tomasz.Zawadzki51@tlen.com;Koœcielna 51/74;Gdynia
51101517299;Andrzej;Górski;15.10.1951;male;Q356263;943871434;Andrzej.Górski51@wp.com;Brzozowa 86/37;Toruñ
97040867561;Jakub;Laskowska;08.04.1997;female;K570810;106165364;Jakub.Laskowska97@wp.com;Jachtowa 232/80;Szczecin
71082545389;Wojciech;Sadowska;25.08.1971;female;I272678;958676700;Wojciech.Sadowska71@gmail.com;Leœna 7/37;Toruñ
56013184452;Tomasz;Krawczyk;31.01.1956;male;U207572;891221045;Tomasz.Krawczyk56@o2.com;Leœna 268/40;Olsztyn
64080728210;Rafa³;Szymañski;07.08.1964;male;G377211;126061819;Rafa³.Szymañski64@o2.com;Koœcielna 105/24;Gdañsk
97110508128;Adam;Czarnecki;05.11.1997;female;B683647;799398618;Adam.Czarnecki97@o2.com;Mazowiecka 15/86;Suwa³ki
58112197601;Marcin;Sadowska;21.11.1958;female;X907235;439669249;Marcin.Sadowska58@gmail.com;Koœcielna 236/44;Szczecin
60020424153;Krzysztof;Szczepañski;04.02.1960;male;B126286;874022991;Krzysztof.Szczepañski60@tlen.com;Szkolna 299/62;Gdañsk
57111255734;Krzysztof;Zakrzewska;12.11.1957;male;T277369;155349814;Krzysztof.Zakrzewska57@gmail.com;Mazowiecka 59/38;Warszawa
54122164199;Adam;Kamiñski;21.12.1954;male;E885691;973199341;Adam.Kamiñski54@tlen.com;Leœna 264/17;Szczecin
78020539200;Micha³;Górski;05.02.1978;female;E819957;959565290;Micha³.Górski78@gmail.com;Kwiatowa 197/27;Olsztyn
61091078999;Rafa³;Zalewski;10.09.1961;male;U741990;857484611;Rafa³.Zalewski61@tlen.com;Zielona 92/33;Olsztyn
60061430399;Jakub;Szczepañski;14.06.1960;male;C469211;975302173;Jakub.Szczepañski60@wp.com;Szkolna 223/86;Wroc³aw
00020899193;Wojciech;Borkowski;08.02.2000;male;A443477;892471401;Wojciech.Borkowski0@wp.com;Polna 44/76;Malbork
53100741919;Adam;Baran;07.10.1953;male;G523554;167309118;Adam.Baran53@gmail.com;Grunwaldzka 205/36;I³awa
55011969823;Piotr;WoŸniak;19.01.1955;female;O224940;937178623;Piotr.WoŸniak55@tlen.com;Akacjowa 202/78;Kraków
74022150506;Adam;Baran;21.02.1974;female;G530244;402585169;Adam.Baran74@gmail.com;Akacjowa 168/82;Lublin
91100198416;Micha³;Wójcik;01.10.1991;male;N532755;233878908;Micha³.Wójcik91@wp.com;Sosnowa 3/55;Toruñ
51040518818;Krzysztof;Rutkowski;05.04.1951;male;D332189;914471442;Krzysztof.Rutkowski51@tlen.com;Grunwaldzka 77/52;Warszawa
00121222086;Micha³;Baran;12.12.2000;female;B496431;265423653;Micha³.Baran0@o2.com;Brzozowa 235/48;Kielce
70020730640;Dariusz;Borkowski;07.02.1970;female;T837814;824796863;Dariusz.Borkowski70@o2.com;Koœcielna 163/45;Poznañ
85012145406;Wojciech;Kowalczyk;21.01.1985;female;C417890;857748900;Wojciech.Kowalczyk85@tlen.com;Krótka 213/71;Wroc³aw
78081691690;Aleksander;Zakrzewska;16.08.1978;male;Z956099;284676410;Aleksander.Zakrzewska78@o2.com;S³oneczna 57/37;I³awa
51073072654;Dariusz;Soko³owski;30.07.1951;male;B841474;807443274;Dariusz.Soko³owski51@tlen.com;Lipowa 245/30;£ódŸ
64032368105;Aleksander;Sikora;23.03.1964;female;X824653;341051769;Aleksander.Sikora64@tlen.com;Grunwaldzka 75/97;Malbork
82013068788;Bartosz;Krawczyk;30.01.1982;female;C411110;722738588;Bartosz.Krawczyk82@tlen.com;Brzozowa 7/15;Poznañ
88022869577;Marcin;Zakrzewska;28.02.1988;male;D977825;597593445;Marcin.Zakrzewska88@wp.com;Polna 2/79;Kraków
70111216089;Aleksander;Adamska;12.11.1970;female;X898449;229272916;Aleksander.Adamska70@o2.com;Parkowa 74/87;Zakopane
57092021758;Piotr;Wasilewska;20.09.1957;male;Z355816;454272859;Piotr.Wasilewska57@wp.com;Karciana 41/80;I³awa
85052696353;Bartosz;Mazur;26.05.1985;male;G659516;888570657;Bartosz.Mazur85@tlen.com;Grunwaldzka 80/41;Olsztyn
60110198729;Piotr;Chmielewski;01.11.1960;female;Z377037;687382681;Piotr.Chmielewski60@gmail.com;Polna 66/35;Gdañsk
60092619796;Wojciech;Czarnecki;26.09.1960;male;E501312;663414257;Wojciech.Czarnecki60@gmail.com;Leœna 158/58;Malbork
56072873236;Micha³;Zawadzki;28.07.1956;male;J460819;130785277;Micha³.Zawadzki56@tlen.com;Armii Krajowej 207/47;Malbork
94012622441;Wojciech;Lewandowski;26.01.1994;female;B429279;306602413;Wojciech.Lewandowski94@gmail.com;Zielona 164/25;Wroc³aw
87082210049;Adam;Borkowski;22.08.1987;female;Y742511;765235527;Adam.Borkowski87@o2.com;Ogrodowa 106/11;Poznañ
95111048744;Grzegorz;Zawadzki;10.11.1995;female;K998829;491161164;Grzegorz.Zawadzki95@o2.com;Koœcielna 185/83;Bydgoszcz
90091765306;Tomasz;WoŸniak;17.09.1990;female;X689323;606532593;Tomasz.WoŸniak90@wp.com;Ogrodowa 215/62;Kielce
74060135604;Micha³;Szymañski;01.06.1974;female;F161418;724999706;Micha³.Szymañski74@gmail.com;Armii Krajowej 64/58;Lubin
60060857003;Andrzej;Sikora;08.06.1960;female;O346951;852938265;Andrzej.Sikora60@o2.com;Opolska 151/97;Olsztyn
85111559805;Marcin;Zalewski;15.11.1985;female;V159209;548455235;Marcin.Zalewski85@tlen.com;Akacjowa 274/39;Zakopane
00110338543;Jan;Borkowski;03.11.2000;female;A197091;967878506;Jan.Borkowski0@gmail.com;Szkolna 229/97;Kraków
76061982625;Adam;Kamiñski;19.06.1976;female;U602538;198543078;Adam.Kamiñski76@o2.com;¯aglowa 72/81;Suwa³ki
70033019200;Marcin;Piotrowski;30.03.1970;female;U806436;865669969;Marcin.Piotrowski70@wp.com;S³oneczna 207/43;Opole
54010854353;Andrzej;Czerwiñski;08.01.1954;male;Y556866;402670495;Andrzej.Czerwiñski54@tlen.com;Opolska 153/83;Lubin
67050206134;Aleksander;Wójcik;02.05.1967;male;C514523;544420657;Aleksander.Wójcik67@tlen.com;Akacjowa 270/67;I³awa
62072117793;Micha³;Mazur;21.07.1962;male;Y237535;913516173;Micha³.Mazur62@wp.com;Lipowa 15/79;Toruñ
69020730464;Krzysztof;Urbañska;07.02.1969;female;S278574;452377288;Krzysztof.Urbañska69@gmail.com;Akacjowa 194/23;Lublin
77122325126;Dariusz;Piotrowki;23.12.1977;female;J279540;327292802;Dariusz.Piotrowki77@gmail.com;S³oneczna 220/42;£ódŸ
86032183349;Krzysztof;Piotrowski;21.03.1986;female;H931236;118782655;Krzysztof.Piotrowski86@o2.com;Zielona 88/52;Rzeszów
86041047283;Adam;Baran;10.04.1986;female;K781779;609480337;Adam.Baran86@tlen.com;£akowa 24/13;Poznañ
69081018508;Jan;Rutkowski;10.08.1969;female;I607864;719654493;Jan.Rutkowski69@wp.com;Akacjowa 81/94;£ódŸ
72101486221;Aleksander;Cieœlak;14.10.1972;female;N621062;990316292;Aleksander.Cieœlak72@tlen.com;Grunwaldzka 168/12;Poznañ
71031128974;Micha³;Rutkowski;11.03.1971;male;L608270;607764269;Micha³.Rutkowski71@wp.com;Zielona 55/91;Opole
76100530965;Tomasz;Czerwiñki;05.10.1976;female;M781836;603355453;Tomasz.Czerwiñki76@wp.com;Ogrodowa 241/73;Kielce
61022289026;Krzysztof;Czarnecki;22.02.1961;female;K273244;564819637;Krzysztof.Czarnecki61@gmail.com;Akacjowa 139/1;Malbork
89102758505;Andrzej;Andrzejewski;27.10.1989;female;A608388;564897072;Andrzej.Andrzejewski89@tlen.com;Koœcielna 241/24;Rzeszów
95110948293;Andrzej;Jakubowski;09.11.1995;male;N705433;316629982;Andrzej.Jakubowski95@tlen.com;¯aglowa 91/88;Olsztyn
74052419778;Aleksander;Szymañski;24.05.1974;male;P290662;240429999;Aleksander.Szymañski74@tlen.com;Brzozowa 69/5;Malbork
93113021097;Piotr;Chmielewski;30.11.1993;male;F759607;421060296;Piotr.Chmielewski93@gmail.com;Parkowa 9/45;I³awa
94031096784;Jan;Czerwiñski;10.03.1994;female;Y737329;298350084;Jan.Czerwiñski94@o2.com;Lipowa 111/21;Wroc³aw
52112752781;Andrzej;Kamiñski;27.11.1952;female;P494402;702549238;Andrzej.Kamiñski52@tlen.com;Brzozowa 10/34;£ódŸ
61121041362;Bartosz;Szymañski;10.12.1961;female;R842867;558112597;Bartosz.Szymañski61@tlen.com;Jachtowa 14/14;Toruñ
62111599412;Dariusz;WoŸniak;15.11.1962;male;M958691;770069104;Dariusz.WoŸniak62@wp.com;Opolska 148/23;Toruñ
76052407729;Bartosz;Sikora;24.05.1976;female;M915044;591255206;Bartosz.Sikora76@wp.com;Leœna 249/64;Toruñ
61122380554;Wojciech;Borkowski;23.12.1961;male;K464028;186602269;Wojciech.Borkowski61@wp.com;Sosnowa 42/92;Bydgoszcz
83060815166;Wojciech;D¹browski;08.06.1983;female;G283407;669646085;Wojciech.D¹browski83@o2.com;Szkolna 23/30;Gdynia
82102129491;Dariusz;Górski;21.10.1982;male;F365233;903564841;Dariusz.Górski82@gmail.com;S³oneczna 189/49;I³awa
60062543079;Piotr;Kamiñski;25.06.1960;male;Q301101;291495341;Piotr.Kamiñski60@gmail.com;Krótka 147/93;Zakopane
